-8.087483077471594228e+00,1.044922998174263595e+00
-7.970799085393833749e+00,1.099957748454005291e+00
-7.847839970376929486e+00,1.143788137750391787e+00
-7.722007627009150887e+00,1.173096532036531858e+00
-7.595594351664128219e+00,1.188816346078310993e+00
-7.470243016289421334e+00,1.194369043816518872e+00
-7.347588297661698853e+00,1.193207486206509405e+00
-7.229264872557634725e+00,1.188784534203636500e+00
-7.116907417753898457e+00,1.184553048763254512e+00
-7.012150610027165776e+00,1.183965890840717572e+00
-6.916629126154105300e+00,1.190475921391379810e+00
-6.831977642911391868e+00,1.207536001370595136e+00
-6.759830837075692322e+00,1.238598991733717902e+00
-6.701823385423681501e+00,1.287117753436103351e+00
-6.659589942416982211e+00,1.356545106128077771e+00
-6.633890048041661380e+00,1.448714037806249966e+00
-6.622286881657810653e+00,1.559541092089573588e+00
-6.621614056799393744e+00,1.683592390621775348e+00
-6.628705187000379695e+00,1.815434055046583284e+00
-6.640393885794737550e+00,1.949632207007719442e+00
-6.653513766716432798e+00,2.080752968148912530e+00
-6.664898443299432707e+00,2.203362460113888144e+00
-6.671381529077705430e+00,2.312026804546373437e+00
-6.669796637585219123e+00,2.401312123090094897e+00
-6.656977382355939277e+00,2.465784537388776787e+00
-6.629757376923834933e+00,2.500010169086146483e+00
-6.585164944963939782e+00,2.498848877528642820e+00
-6.524322595950664549e+00,2.463336968366875546e+00
-6.452244340796740474e+00,2.400381426027229370e+00
-6.374098330922464584e+00,2.317121769709762358e+00
-6.295052717748126803e+00,2.220697518614528576e+00
-6.220275652694021495e+00,2.118248191941584313e+00
-6.154140032193956777e+00,2.016210411636804700e+00
-6.096193478560127055e+00,1.916755913554973656e+00
-6.044173410282478009e+00,1.820456459557892037e+00
-5.995814032438907759e+00,1.727880971288132672e+00
-5.948849550107314421e+00,1.639598370388269277e+00
-5.901014168365593449e+00,1.556177578500873127e+00
-5.850042092291645623e+00,1.478187517268520379e+00
-5.793667526963368175e+00,1.406197108333782753e+00
-5.729624677458657445e+00,1.340775273339233298e+00
-5.655647748855411550e+00,1.282490933927444843e+00
-5.569552316598024966e+00,1.231910734303885091e+00
-5.471450249095132001e+00,1.189537048804961694e+00
-5.364013867823158144e+00,1.155800588444511057e+00
-5.250049893089869357e+00,1.131128302610381997e+00
-5.132365045203031606e+00,1.115947140690422890e+00
-5.013766044470415295e+00,1.110684052072482553e+00
-4.897059611199784612e+00,1.115765986144409805e+00
-4.785052465698907298e+00,1.131619892294052798e+00
