-7.152390214448316463e+00,-4.896123216343868934e-01,2.122478666891960408e+00,8.856780776344385098e-01,1.135318314616045043e+00,9.437114360828167126e-01,-5.359667679998794676e-02,0.000000000000000000e+00
-7.053238941545127538e+00,-4.774629204609459054e-01,2.108772938711131584e+00,7.551467714225388317e-01,1.123147673418245285e+00,9.470836197359655539e-01,1.219261916775535443e-01,0.000000000000000000e+00
-6.954241419762945853e+00,-4.635403727315575151e-01,2.095067210530302759e+00,4.665357710611964803e-01,1.113533317174430604e+00,9.525409166585893095e-01,1.397189899340008368e-01,0.000000000000000000e+00
-6.857674673641792396e+00,-4.406611342483048865e-01,2.081361482349473935e+00,-1.023225667038888675e-01,1.093681515255831238e+00,9.675265054885152649e-01,2.326370221343364297e-01,0.000000000000000000e+00
-6.759986808704962158e+00,-4.194022659038095791e-01,2.067655754168645110e+00,-1.303222565535457345e-01,1.077516471413416443e+00,9.813720748533730776e-01,2.142793924580232434e-01,0.000000000000000000e+00
-6.660803220321248830e+00,-4.077262991243315593e-01,2.053950025987816286e+00,5.349400477861548930e-01,1.072185998366238513e+00,9.862156074795835892e-01,1.171814327509578119e-01,0.000000000000000000e+00
-6.565343022569531506e+00,-3.804636498896621921e-01,2.040244297806987461e+00,4.556038227075158153e-01,1.051892740533641346e+00,1.007311273502392801e+00,2.781864092837984526e-01,0.000000000000000000e+00
-6.468929889517619714e+00,-3.542957748821016217e-01,2.026538569626158637e+00,9.823812500113633661e-02,1.033329388426330375e+00,1.027096394749330566e+00,2.650292971070095094e-01,0.000000000000000000e+00
-6.374381596663980964e+00,-3.237888785359718247e-01,2.012832841445329368e+00,-2.229937096323870716e-01,1.009833709954019110e+00,1.050585476768272741e+00,3.121134607102063474e-01,0.000000000000000000e+00
-6.279465167063504438e+00,-2.975141252712576456e-01,1.999127113264500766e+00,-4.725143956562711245e-01,9.910057920360628714e-01,1.068452640135401532e+00,2.700573368122397566e-01,0.000000000000000000e+00
-6.182105314018354392e+00,-2.758271444062203592e-01,1.985421385083671719e+00,7.581719962690584014e-01,9.775797341494164572e-01,1.079073563674629810e+00,2.191725510182974956e-01,0.000000000000000000e+00
-6.082763658452297939e+00,-2.580517675098432662e-01,1.971715656902842895e+00,1.027539454488008319e+00,9.687025443215083742e-01,1.080954327791252778e+00,1.770580269623438230e-01,0.000000000000000000e+00
-6.011349189514466396e+00,-2.010592671384812957e-01,1.958009928722014070e+00,-7.521063300650077110e-01,9.180994878403535564e-01,1.124909326453620073e+00,6.735523554971342142e-01,0.000000000000000000e+00
-5.908816277841369313e+00,-1.895750328410874819e-01,2.218418764157762624e+00,-6.964685469347505278e-03,9.162417993176100728e-01,1.117850110544622133e+00,1.115404643138600133e-01,0.000000000000000000e+00
-5.819322491847723100e+00,-1.461648955866202138e-01,2.306446821186974194e+00,-7.420127561208909872e-02,8.813611233864824257e-01,1.144998875913257219e+00,4.516268794695243449e-01,0.000000000000000000e+00
-5.722392770203295065e+00,-1.178207004870407970e-01,2.387475896289900756e+00,-1.000254741243409573e-01,8.622256559696441780e-01,1.157307534921524272e+00,2.844882965769764960e-01,0.000000000000000000e+00
-5.619104003448794238e+00,-9.129006357498475888e-02,2.382193020049390597e+00,1.021162448600045680e+00,8.455384346202109436e-01,1.168494621186162430e+00,2.514235887467728969e-01,0.000000000000000000e+00
-5.581298472767427299e+00,-6.295990886310615098e-02,2.493375632681780196e+00,-4.271184118170110455e-01,8.204928106131016419e-01,1.190558082051422994e+00,6.430948087201991958e-01,0.000000000000000000e+00
-5.483100788621031008e+00,-3.627456755796600041e-02,2.180942810551331767e+00,-2.736004358521901270e-01,8.022117280083356228e-01,1.206062955310563289e+00,2.653433523467517152e-01,0.000000000000000000e+00
-5.394102001194428730e+00,6.331723463634682768e-04,1.731008516144384002e+00,7.196788945654878367e-01,7.729396601341873563e-01,1.232836242271682314e+00,3.931136619735854931e-01,0.000000000000000000e+00
-5.297154518598790496e+00,2.441289282144526451e-02,1.738841303032337526e+00,3.000580746779536456e-01,7.570656032699109028e-01,1.247710230504314843e+00,2.405357002909463138e-01,0.000000000000000000e+00
-5.235138037013484791e+00,8.397550932014799518e-02,1.376934293537310561e+00,-2.746226647997942028e+00,7.039693283465999762e-01,1.302820574353722449e+00,7.652176224938079807e-01,0.000000000000000000e+00
-5.123366608087369656e+00,8.964041018437141073e-02,1.417286575077465027e+00,-5.524656555384938050e-01,7.066741163813171633e-01,1.300642102586978766e+00,5.063957575136997930e-02,0.000000000000000000e+00
-5.009859905539015834e+00,9.113551397853039693e-02,1.776375761657017938e+00,1.655736464052480539e+00,7.135281821241269418e-01,1.294520200600595805e+00,1.317118110842465002e-02,0.000000000000000000e+00
-4.918709655496488864e+00,1.277687797194680674e-01,1.773398946520228447e+00,6.360778032773711788e-01,6.846111215013129803e-01,1.324952915593784919e+00,3.821430477054879593e-01,0.000000000000000000e+00
-4.825733526684586217e+00,1.636201793695573059e-01,2.091527679049421273e+00,-2.456587448973075183e-01,6.567742716058717622e-01,1.353769530249848030e+00,3.680294510585070955e-01,0.000000000000000000e+00
-4.695966819516575796e+00,1.997840545820707692e-01,2.307522924522761532e+00,-4.172083675066312058e-01,6.302189426266869843e-01,1.379421071122437059e+00,2.717877470165147580e-01,0.000000000000000000e+00
-4.712674072172578832e+00,1.989797452172667458e-01,2.060508427766902351e+00,-1.826669417813227447e+00,6.301703285122935982e-01,1.379822692069382128e+00,-3.093488462466296607e+00,0.000000000000000000e+00
-4.609978812761539757e+00,2.228947623138659573e-01,2.541394692498682772e+00,2.001098122368372978e-01,6.150154279619569619e-01,1.394964382133064174e+00,2.287959147242267788e-01,0.000000000000000000e+00
-4.516750705809005062e+00,2.416145193656300538e-01,2.983029517514073081e+00,1.351613915502630492e-01,6.050462593633525454e-01,1.405414304691163352e+00,1.981600650905183669e-01,0.000000000000000000e+00
-4.423062944534933649e+00,2.762017596368970263e-01,3.076892095709242270e+00,-7.363015173650978573e-01,5.797055496970532351e-01,1.431589488709364311e+00,3.536546399060855883e-01,0.000000000000000000e+00
-4.327972055624428549e+00,2.875215607449966293e-01,2.832031584162413740e+00,-4.563717121330428950e-01,5.779754767456933839e-01,1.434565115338723551e+00,1.184843305979036004e-01,0.000000000000000000e+00
